bus_stop_name,municipality,operator_1,operator_2,operator_3,route_type_1,route_type_2,route_type_3,note,longitude,latitude,prefecture
下地,大島旅客自動車（株）,波浮港ライン,,,1,,,,139.43573187567824,34.6817955791484,東京都
ぱれ・らめーる前,大島旅客自動車（株）,波浮港ライン,,,1,,,,139.43673289832935,34.68159145703664,東京都
鍾乳洞,西東京バス（株）,奥20,,,1,,,,139.03753178663092,35.848143714058416,東京都
清東橋,西東京バス（株）,"奥31,川31,川33",,,"1,1,1",,,,139.15386035284834,35.84376197713476,東京都
一原,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.04823266437336,35.84210001515859,東京都
岩松尾根,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.0630284731959,35.84201501156288,東京都
東日原,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.0446334543467,35.84174609202428,東京都
小山,西東京バス（株）,"奥31,川31,川33",,,"1,1,1",,,,139.15654205759776,35.84149753933,東京都
中日原,西東京バス（株）,奥20,,,1,,,,139.04108984813553,35.84110582804848,東京都
倉沢,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.06594815343743,35.840524154444665,東京都
小中茶屋,西東京バス（株）,"奥31,川31,川33",,,"1,1,1",,,,139.15826856710387,35.84042779421002,東京都
高土戸,東京都,梅76甲,,,2,,,,139.21525188188104,35.83969660680968,東京都
桜平,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.07011521461666,35.83881761886796,東京都
神庭沢,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.07332490178948,35.83817115358443,東京都
成木一丁目四ツ角,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.28102850857107,35.83773502968762,東京都
成木一丁目四ツ角,国際興業（株）,"学02/03,南高麗01,南高麗03",,,"1,1,1",,,,139.28102850857107,35.83773502968762,東京都
成木一丁目自治会館前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2785512923453,35.837568064885794,東京都
小ヶ井橋,東京都,梅76甲,,,2,,,,139.21739943968817,35.836864897764805,東京都
上成木,東京都,梅76甲,,,2,,,,139.20349222525402,35.83675280035327,東京都
上日向,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16182661647068,35.83643568278308,東京都
大指,東京都,梅76甲,,,2,,,,139.20922417657587,35.83577540207844,東京都
中里橋,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27434708910204,35.835557947535136,東京都
富岡一丁目,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.29713186188522,35.833988813662046,東京都
成木二丁目自治会館前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27155607096591,35.83331454334854,東京都
梅ヶ平,東京都,梅76甲,,,2,,,,139.2245137560067,35.83311696026141,東京都
北上橋,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16275966471113,35.83302541115201,東京都
岩井堂,西武バス（株）,"飯42,飯41-1,飯41",,,"1,1,1",,,,139.2968794344628,35.83249482327635,東京都
岩井堂,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2968794344628,35.83249482327635,東京都
日向,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.1637579428237,35.831977431988,東京都
坂久橋,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.26863784528805,35.83177799505194,東京都
川乗橋,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.07624374964539,35.831768236431365,東京都
滝成,東京都,梅76甲,,,2,,,,139.23033463091335,35.83175804807055,東京都
八桑,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16517175379434,35.83037588638576,東京都
久道,東京都,梅76甲,,,2,,,,139.23768033939504,35.83001588438287,東京都
成木三丁目,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.26370431839985,35.829655648047556,東京都
白妙橋,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.07562964510265,35.82960941150201,東京都
中央橋,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.29366403772906,35.829350696192826,東京都
中央橋,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.29366403772906,35.829350696192826,東京都
北川橋,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.1653706517196,35.828910182217015,東京都
常福寺入口,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.2918467584289,35.828309672180914,東京都
常福寺入口,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2918467584289,35.828309672180914,東京都
成木小学校前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.26068888270285,35.82812493943386,東京都
成木五丁目自治会館前,東京都,梅76甲,,,2,,,,139.24267209604167,35.82767902748937,東京都
南平（奥多摩町）,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16434798612283,35.82725506669629,東京都
岩蔵温泉,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.2899589334809,35.82664316531696,東京都
岩蔵温泉,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2899589334809,35.82664316531696,東京都
青梅第七中学校前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.25638446895988,35.82630893080672,東京都
柏木,東京都,梅76甲,,,2,,,,139.24557825928676,35.82541823092669,東京都
塔の沢,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16270565426268,35.82540302598446,東京都
大沢,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.07753819557317,35.82397974287988,東京都
成木四丁目,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.25351824904286,35.82350611480952,東京都
成木市民センター前,東京都,"梅74乙,梅74甲,梅76甲",,,"2,2,2",,,,139.24849911555606,35.82334657900271,東京都
東京炭鉱前,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.28570970809452,35.82307933536945,東京都
東京炭坑前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.28570970809452,35.82307933536945,東京都
小曽木診療所,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.28132130688925,35.82244904098469,東京都
小曽木診療所前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.28132130688925,35.82244904098469,東京都
中井橋（青梅市）,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.27679098833758,35.82229202039499,東京都
中井橋,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27696569186335,35.82223203102735,東京都
JA小曽木支店,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.2790515692692,35.82210736709688,東京都
JA小曽木支店前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27872299629195,35.82205070017073,東京都
北小曽木,東京都,梅76甲,,,2,,,,139.23038360488738,35.821488934049945,東京都
不老,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.08227314406574,35.82147411088282,東京都
蝉沢,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.1618435902955,35.82147198246665,東京都
青梅第六中学校前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.275549485146,35.820998532987936,東京都
青梅第六中学校,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.27555837345946,35.82097436930826,東京都
坂下,東京都,"梅74乙,梅74甲,梅76甲",,,"2,2,2",,,,139.24522603319073,35.819031430374324,東京都
青梅第七小学校前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27517206656114,35.81869546213939,東京都
蜆沢,東京都,梅76甲,,,2,,,,139.24171616301567,35.81865279129134,東京都
青梅第七小学校,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.275018751688,35.81861630152733,東京都
赤仁田,東京都,梅76甲,,,2,,,,139.23781271404846,35.81855522605453,東京都
寺地,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.08628159017528,35.8175309184478,東京都
古里付,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.14175490877852,35.81590659189965,東京都
荒田,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.27042766426422,35.81580181125463,東京都
荒田,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.27042766426422,35.81580181125463,東京都
古里駅,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.15124058270646,35.81576445469843,東京都
古里郵便局,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.14951959135777,35.815754230917314,東京都
